"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"female","cauc",1980 Q1,"kindergarten","regular",453,528,"free","rural","bachelor","level1",10,"cauc","30","63","22831"
"female","afam",1979 Q4,"kindergarten","regular",487,520,"free","inner-city","bachelor","probation",0,"afam","11","27","22856"
"male","cauc",1980 Q2,"kindergarten","small",448,500,"free","inner-city","master","level1",10,"afam","11","18","22876"
"male","cauc",1980 Q3,"kindergarten","small",450,478,"non-free","suburban","master","level1",17,"cauc","12","36","22890"
"female","cauc",1980 Q3,"kindergarten","small",419,434,"free","suburban","bachelor","level1",10,"cauc","18","42","22922"
"male","cauc",1979 Q2,"kindergarten","small",433,478,"free","rural","bachelor","level1",15,"cauc","23","55","22974"
"female","afam",1980 Q1,"kindergarten","regular+aide",483,626,"non-free","suburban","bachelor","level1",5,"afam","11","21","23024"
"male","afam",1980 Q3,"kindergarten","regular+aide",443,484,"free","inner-city","master","level1",17,"cauc","11","29","23067"
"female","afam",1980 Q2,"kindergarten","small",410,459,"free","inner-city","bachelor","apprentice",1,"cauc","11","33","23117"
"male","cauc",1980 Q3,"kindergarten","regular",492,576,"free","rural","master","level3",16,"cauc","34","68","23147"
"female","cauc",1980 Q1,"kindergarten","regular+aide",465,536,"non-free","suburban","bachelor","level1",17,"cauc","25","58","23183"
"male","cauc",1979 Q2,"kindergarten","regular",414,449,"free","rural","bachelor","level1",6,"cauc","36","71","23230"
"female","cauc",1980 Q3,"kindergarten","regular+aide",461,536,"free","rural","bachelor","level1",3,"cauc","5","7","23274"
"male","afam",1980 Q3,"kindergarten","regular+aide",413,449,"free","inner-city","master","level1",17,"cauc","11","16","23290"
"female","cauc",1979 Q4,"kindergarten","regular",424,484,"non-free","urban","master+","level1",13,"cauc","27","60","23303"
"female","cauc",1980 Q1,"kindergarten","small",448,513,"non-free","urban","master+","level1",12,"cauc","7","10","23328"
"female","cauc",1979 Q4,"kindergarten","regular+aide",416,528,"free","urban","bachelor","apprentice",5,"cauc","27","60","23366"
"male","cauc",1979 Q4,"kindergarten","small",467,536,"non-free","suburban","bachelor","level1",11,"cauc","28","61","23398"
"female","cauc",1980 Q3,"kindergarten","regular+aide",437,478,"non-free","suburban","master","level1",8,"cauc","28","61","23417"
"female","cauc",1980 Q3,"kindergarten","small",405,439,"non-free","rural","bachelor","level1",8,"cauc","6","8","23434"
"male","cauc",1980 Q3,"kindergarten","regular+aide",419,468,"free","rural","master","level1",12,"cauc","41","79","23465"
"female","cauc",1980 Q3,"kindergarten","regular",467,576,"non-free","rural","bachelor","probation",0,"cauc","5","7","23483"
"female","cauc",1979 Q4,"kindergarten","regular",492,536,"free","rural","master","level3",16,"cauc","34","68","23494"
"female","cauc",1980 Q1,"kindergarten","small",455,547,"non-free","rural","specialist","level1",10,"cauc","3","3","23537"
"male","cauc",1980 Q3,"kindergarten","small",378,423,"free","rural","master+","level1",6,"cauc","5","7","23579"
"female","afam",1980 Q3,"kindergarten","regular+aide",451,528,"free","suburban","master","level1",15,"afam","11","21","23611"
"male","cauc",1979 Q4,"kindergarten","regular",419,484,"non-free","rural","bachelor","apprentice",3,"afam","24","56","23654"
"female","cauc",1979 Q4,"kindergarten","regular+aide",434,449,"non-free","urban","bachelor","level1",13,"cauc","20","48","23750"
"male","afam",1980 Q3,"kindergarten","regular+aide",442,547,"free","suburban","bachelor","level1",5,"afam","11","21","23787"
"female","afam",1980 Q3,"kindergarten","regular+aide",424,429,"free","inner-city","master","level1",5,"cauc","11","33","23802"
"female","afam",1980 Q3,"kindergarten","regular+aide",395,405,"free","inner-city","bachelor","level1",11,"cauc","18","45","23835"
"female","cauc",1980 Q2,"kindergarten","small",413,454,"non-free","rural","master","level1",5,"cauc","12","35","23870"
"female","cauc",1979 Q4,"kindergarten","regular",413,513,"non-free","suburban","bachelor","level1",11,"cauc","22","51","23910"
"male","cauc",1980 Q2,"kindergarten","small",424,484,"free","rural","bachelor","level1",22,"cauc","40","76","23964"
"male","cauc",1980 Q3,"kindergarten","small",455,536,"non-free","rural","bachelor","level1",9,"cauc","3","3","23993"
"male","cauc",1980 Q2,"kindergarten","regular+aide",428,463,"free","rural","master+","level1",12,"cauc","30","63","24044"
"female","cauc",1979 Q3,"kindergarten","regular+aide",424,547,"non-free","rural","master","level1",8,"cauc","38","74","24057"
"female","cauc",1980 Q3,"kindergarten","regular+aide",388,449,"free","rural","master","level1",5,"cauc","15","39","24075"
"female","cauc",1979 Q4,"kindergarten","regular",443,489,"non-free","urban","bachelor","level1",3,"cauc","7","10","24087"
"female","afam",1980 Q3,"kindergarten","small",468,547,"non-free","suburban","master","level1",15,"cauc","22","51","24106"
"male","cauc",1980 Q1,"kindergarten","regular",378,418,"free","urban","master+","level1",13,"cauc","27","60","24127"
"female","cauc",1980 Q1,"kindergarten","regular",458,547,"non-free","rural","bachelor","level1",13,"cauc","41","79","24161"
"male","cauc",1979 Q3,"kindergarten","regular",407,463,"free","urban","master+","level1",13,"cauc","27","60","24185"
"male","afam",1980 Q3,"kindergarten","small",433,513,"free","inner-city","bachelor","level1",6,"afam","11","19","24218"
"female","afam",1980 Q3,"kindergarten","small",421,463,"free","inner-city","master","level1",13,"afam","11","14","24235"
"female","cauc",1980 Q2,"kindergarten","regular",461,536,"non-free","rural","bachelor","level1",8,"cauc","36","72","24269"
"male","afam",1980 Q3,"kindergarten","regular",405,520,"free","inner-city","bachelor","probation",0,"cauc","11","31","24283"
"female","cauc",1980 Q1,"kindergarten","regular+aide",538,576,"free","rural","master","level1",11,"cauc","39","75","24304"
"female","cauc",1980 Q2,"kindergarten","small",470,494,"non-free","rural","bachelor","level1",8,"cauc","4","5","24332"
"male","cauc",1980 Q2,"kindergarten","small",465,500,"non-free","suburban","master","level1",4,"cauc","18","46","24366"
"female","cauc",1979 Q4,"kindergarten","regular",474,626,"non-free","rural","master","level1",15,"cauc","5","7","24439"
"female","cauc",1980 Q2,"kindergarten","regular+aide",455,494,"non-free","rural","master","level1",20,"cauc","3","3","24461"
"male","afam",1980 Q2,"kindergarten","small",398,405,"free","inner-city","bachelor","apprentice",2,"afam","11","16","24477"
"male","afam",1980 Q2,"kindergarten","small",433,520,"free","inner-city","bachelor","probation",9,"afam","11","22","24558"
"female","cauc",1979 Q4,"kindergarten","regular+aide",430,559,"non-free","rural","master","level1",8,"cauc","38","74","24568"
"female","afam",1980 Q3,"kindergarten","regular+aide",400,423,"free","inner-city","bachelor","level1",16,"afam","11","22","24619"
"male","afam",1980 Q3,"kindergarten","small",440,489,"free","inner-city","bachelor","level1",3,"afam","11","28","24634"
"female","cauc",1980 Q3,"kindergarten","regular+aide",407,439,"free","inner-city","bachelor","level1",9,"cauc","22","53","24650"
"male","afam",1980 Q1,"kindergarten","small",427,547,"free","inner-city","bachelor","apprentice",1,"afam","11","16","24671"
"male","cauc",1980 Q1,"kindergarten","regular+aide",443,478,"non-free","rural","master","level1",9,"cauc","3","3","24688"
"male","afam",1980 Q1,"kindergarten","regular+aide",500,489,"non-free","inner-city","bachelor","probation",0,"cauc","11","19","24767"
"female","cauc",1979 Q4,"kindergarten","regular",442,500,"non-free","rural","bachelor","apprentice",2,"cauc","24","57","24807"
"male","cauc",1980 Q2,"kindergarten","regular",425,449,"free","rural","master","level1",13,"cauc","21","50","24844"
"female","cauc",1980 Q3,"kindergarten","regular+aide",434,494,"free","suburban","master","level1",15,"afam","11","21","24874"
"male","cauc",1980 Q1,"kindergarten","regular",410,468,"free","urban","master","level1",6,"cauc","2","2","24992"
"female","afam",1980 Q2,"kindergarten","regular+aide",408,423,"free","suburban","master","level1",10,"cauc","11","24","25005"
"male","cauc",1980 Q3,"kindergarten","regular+aide",418,506,"non-free","rural","bachelor","level1",12,"cauc","12","35","25034"
"female","cauc",1979 Q4,"kindergarten","small",478,489,"non-free","urban","master","level1",7,"cauc","6","9","25046"
"male","cauc",1980 Q3,"kindergarten","regular",443,536,"free","rural","master","level1",13,"cauc","23","55","25083"
"male","cauc",1980 Q1,"kindergarten","regular",443,500,"non-free","rural","bachelor","probation",0,"cauc","5","7","25136"
"female","cauc",1980 Q1,"kindergarten","regular",476,576,"non-free","rural","master","level1",11,"cauc","39","75","25153"
"male","afam",1980 Q3,"kindergarten","regular+aide",397,392,"free","inner-city","master","level1",10,"afam","11","28","25178"
"female","afam",1980 Q1,"kindergarten","small",470,576,"free","inner-city","bachelor","level1",3,"afam","11","22","25200"
"female","afam",1980 Q1,"kindergarten","small",538,626,"free","inner-city","master","level1",13,"afam","11","14","25217"
"male","cauc",1979 Q4,"kindergarten","regular+aide",447,528,"non-free","rural","master","level1",11,"cauc","39","75","25222"
"male","cauc",1980 Q3,"kindergarten","regular",388,423,"free","rural","bachelor","apprentice",1,"cauc","4","6","25243"
"female","cauc",1980 Q3,"kindergarten","regular",421,473,"non-free","rural","master","level1",12,"cauc","6","8","25290"
"male","afam",1980 Q2,"kindergarten","regular",410,434,"free","inner-city","master+","level1",8,"cauc","11","16","25325"
"male","cauc",1980 Q1,"kindergarten","regular+aide",443,489,"non-free","suburban","bachelor","level1",3,"cauc","25","58","25360"
"female","cauc",1979 Q4,"kindergarten","regular+aide",472,547,"non-free","rural","bachelor","level1",11,"cauc","4","6","25383"
"female","cauc",1980 Q3,"kindergarten","small",445,468,"free","rural","bachelor","level1",2,"cauc","15","39","25403"
"female","cauc",1979 Q4,"kindergarten","small",439,528,"free","rural","master","level1",8,"cauc","40","76","25415"
"male","afam",1980 Q2,"kindergarten","regular+aide",398,454,"free","inner-city","bachelor","probation",0,"cauc","11","19","25436"
"male","cauc",1980 Q1,"kindergarten","regular",407,434,"free","rural","bachelor","level1",11,"cauc","31","64","25456"
"male","afam",1980 Q3,"kindergarten","regular",403,399,"free","inner-city","bachelor","level1",12,"cauc","18","45","25466"
"male","cauc",1980 Q3,"kindergarten","small",400,429,"free","rural","bachelor","level1",19,"cauc","31","64","25481"
"male","cauc",1979 Q4,"kindergarten","small",398,392,"free","urban","master","level1",7,"cauc","6","9","25495"
"male","afam",1980 Q2,"kindergarten","small",407,399,"non-free","inner-city","master","level1",6,"cauc","11","28","25533"
"male","afam",1979 Q4,"kindergarten","regular+aide",411,513,"free","urban","bachelor","level1",17,"cauc","2","2","25590"
"female","cauc",1979 Q4,"kindergarten","regular+aide",425,463,"non-free","suburban","bachelor","level1",17,"cauc","18","43","25638"
"male","afam",1979 Q3,"kindergarten","regular",391,392,"free","suburban","bachelor","level1",0,"cauc","11","17","25690"
"female","afam",1980 Q1,"kindergarten","small",458,536,"free","inner-city","bachelor","level1",11,"cauc","11","27","25727"
"male","cauc",1980 Q1,"kindergarten","regular",411,468,"non-free","rural","master","level1",8,"cauc","41","78","25760"
"male","cauc",1979 Q4,"kindergarten","small",448,528,"non-free","suburban","bachelor","level1",11,"afam","11","23","25783"
"female","cauc",1979 Q4,"kindergarten","regular",456,489,"non-free","urban","bachelor","level1",5,"cauc","6","9","25798"
"male","cauc",1979 Q4,"kindergarten","regular+aide",439,478,"non-free","rural","master","level1",11,"cauc","39","75","25815"
"female","cauc",1979 Q4,"kindergarten","regular",419,478,"non-free","rural","master","level1",13,"cauc","6","8","25830"
"male","afam",1980 Q2,"kindergarten","regular+aide",433,513,"non-free","suburban","master","level1",10,"cauc","11","24","25853"
"male","cauc",1980 Q1,"kindergarten","regular",465,463,"free","rural","master","level2",11,"cauc","8","11","25871"
"male","afam",1980 Q1,"kindergarten","small",425,602,"free","inner-city","bachelor","probation",9,"afam","11","22","25936"
"male","cauc",1980 Q3,"kindergarten","regular",422,449,"non-free","suburban","bachelor","level1",15,"cauc","12","36","26057"
"female","cauc",1979 Q4,"kindergarten","regular",422,478,"non-free","rural","master","level1",11,"cauc","39","75","26071"
"male","other",1980 Q3,"kindergarten","small",384,384,"non-free","suburban","bachelor","level1",10,"cauc","18","42","26089"
"male","afam",1979 Q4,"kindergarten","small",442,506,"free","inner-city","bachelor","level1",14,"cauc","11","32","26119"
"female","afam",1980 Q2,"kindergarten","regular+aide",451,506,"free","inner-city","bachelor","level1",20,"afam","11","27","26205"
"female","cauc",1980 Q1,"kindergarten","regular+aide",425,494,"non-free","suburban","bachelor","level1",17,"cauc","18","43","26224"
"male","afam",1980 Q2,"kindergarten","small",456,576,"free","inner-city","bachelor","level1",6,"cauc","11","31","26270"
"female","cauc",1980 Q3,"kindergarten","regular",419,418,"free","rural","master","level1",6,"cauc","30","63","26299"
"male","cauc",1979 Q4,"kindergarten","small",433,513,"free","rural","bachelor","level1",5,"cauc","33","67","26344"
"female","cauc",1980 Q2,"kindergarten","small",430,500,"free","rural","bachelor","level1",3,"cauc","39","75","26397"
"male","cauc",1980 Q2,"kindergarten","regular",393,439,"free","rural","bachelor","level1",8,"cauc","4","5","26412"
"male","cauc",1980 Q3,"kindergarten","regular+aide",439,473,"non-free","rural","bachelor","level1",5,"cauc","31","64","26426"
"female","cauc",1980 Q2,"kindergarten","small",439,547,"free","rural","specialist","level1",14,"cauc","1","1","26446"
"female","cauc",1980 Q2,"kindergarten","small",460,484,"non-free","suburban","master","level1",8,"cauc","25","58","26478"
"male","afam",1979 Q4,"kindergarten","regular+aide",400,384,"free","inner-city","bachelor","level1",3,"afam","11","15","26487"
"female","cauc",1978 Q2,"kindergarten","regular+aide",419,434,"free","rural","master","level1",7,"cauc","30","63","26541"
"female","afam",1980 Q3,"kindergarten","small",402,384,"non-free","inner-city","bachelor","apprentice",1,"cauc","11","26","26569"
"male","cauc",1979 Q4,"kindergarten","regular",418,473,"free","rural","bachelor","level1",4,"cauc","15","39","26599"
"male","afam",1980 Q3,"kindergarten","small",427,494,"free","rural","bachelor","level1",21,"cauc","24","56","26649"
"male","afam",1980 Q3,"kindergarten","regular+aide",400,429,"free","inner-city","bachelor","level1",5,"afam","11","28","26667"
"male","cauc",1980 Q1,"kindergarten","regular",433,489,"non-free","rural","bachelor","level1",2,"cauc","40","76","26703"
"male","cauc",1980 Q3,"kindergarten","regular",422,444,"non-free","rural","master","level1",17,"cauc","12","34","26729"
"female","afam",1980 Q3,"kindergarten","regular",410,463,"free","suburban","bachelor","level1",6,"cauc","11","24","26762"
"female","cauc",1980 Q4,"kindergarten","regular",448,463,"non-free","rural","bachelor","apprentice",1,"cauc","40","76","26856"
"female","cauc",1979 Q4,"kindergarten","regular+aide",443,536,"non-free","rural","master","level1",11,"cauc","39","75","26871"
"male","cauc",1980 Q1,"kindergarten","small",453,500,"non-free","suburban","master","level1",12,"cauc","22","54","26912"
"male","afam",1980 Q1,"kindergarten","small",393,468,"free","rural","master","level1",5,"cauc","12","35","26927"
"female","cauc",1980 Q1,"kindergarten","regular+aide",411,434,"free","rural","bachelor","level1",11,"cauc","4","6","26944"
"female","afam",1980 Q2,"kindergarten","regular+aide",500,528,"free","inner-city","bachelor","level1",11,"cauc","11","31","26988"
"male","cauc",1980 Q2,"kindergarten","regular+aide",414,434,"non-free","suburban","bachelor","level1",5,"afam","22","51","27005"
"male","cauc",1980 Q1,"kindergarten","regular",402,418,"non-free","rural","master","level1",13,"cauc","24","56","27023"
"male","afam",1980 Q2,"kindergarten","small",418,473,"non-free","suburban","master","level1",20,"cauc","11","17","27053"
"female","cauc",1979 Q3,"kindergarten","regular+aide",463,576,"non-free","rural","bachelor","level2",9,"cauc","5","7","27065"
"male","cauc",1980 Q3,"kindergarten","small",410,444,"free","rural","bachelor","level1",8,"cauc","35","70","27081"
"female","cauc",1980 Q2,"kindergarten","regular+aide",402,454,"free","urban","bachelor","level1",13,"cauc","20","48","27196"
"female","afam",1979 Q4,"kindergarten","regular+aide",476,520,"free","inner-city","bachelor","level1",20,"afam","11","27","27238"
"male","cauc",1980 Q1,"kindergarten","regular",442,468,"non-free","suburban","master","level1",13,"cauc","22","54","27264"
"female","hispanic",1980 Q1,"kindergarten","regular+aide",427,463,"non-free","rural","master","level1",3,"cauc","41","78","27328"
"female","afam",1980 Q3,"kindergarten","small",405,375,"free","rural","bachelor","level1",21,"cauc","24","56","27387"
"female","afam",1980 Q2,"kindergarten","regular+aide",393,399,"free","inner-city","bachelor","level1",3,"afam","11","15","27405"
"female","cauc",1980 Q1,"kindergarten","regular+aide",433,500,"free","rural","master","level1",13,"cauc","23","55","27424"
"male","afam",1980 Q1,"kindergarten","small",445,500,"non-free","suburban","bachelor","level2",13,"cauc","11","24","27441"
"female","afam",1980 Q2,"kindergarten","regular",448,494,"free","inner-city","bachelor","level1",11,"cauc","11","22","27485"
"male","cauc",1980 Q2,"kindergarten","small",428,500,"non-free","rural","bachelor","level1",8,"cauc","21","49","27549"
"male","cauc",1980 Q3,"kindergarten","small",411,468,"non-free","rural","master","level1",13,"cauc","6","8","27563"
"female","cauc",1980 Q1,"kindergarten","regular",437,500,"non-free","urban","master+","level1",13,"cauc","27","60","27647"
"male","cauc",1980 Q1,"kindergarten","small",470,602,"non-free","rural","specialist","level1",10,"cauc","3","3","27663"
"female","cauc",1980 Q2,"kindergarten","regular",433,528,"free","rural","bachelor","level1",4,"cauc","15","39","27678"
"male","hispanic",1980 Q3,"kindergarten","small",461,494,"non-free","rural","bachelor","level1",5,"cauc","33","67","27691"
"female","cauc",1980 Q2,"kindergarten","regular+aide",413,463,"free","rural","master","level1",21,"cauc","16","40","27708"
"female","afam",1980 Q2,"kindergarten","regular",478,559,"free","inner-city","bachelor","level1",12,"afam","11","27","27725"
"male","cauc",1980 Q1,"kindergarten","small",416,494,"non-free","suburban","master","level1",20,"cauc","11","17","27760"
"male","cauc",1980 Q2,"kindergarten","regular",450,468,"non-free","rural","bachelor","level1",13,"cauc","38","74","27774"
"male","cauc",1980 Q2,"kindergarten","small",463,528,"non-free","suburban","master","level1",18,"cauc","17","41","27805"
"female","cauc",1980 Q2,"kindergarten","regular+aide",433,484,"non-free","rural","master","level1",6,"cauc","35","69","27853"
"male","afam",1980 Q2,"kindergarten","regular+aide",410,494,"free","inner-city","bachelor","apprentice",1,"cauc","11","19","27884"
"female","cauc",1980 Q1,"kindergarten","regular",448,500,"non-free","suburban","bachelor","pending",3,"cauc","25","58","28000"
"female","afam",1980 Q2,"kindergarten","regular",448,439,"free","inner-city","master","level1",7,"cauc","11","28","28030"
"male","afam",1980 Q3,"kindergarten","regular+aide",439,463,"non-free","inner-city","bachelor","level1",5,"afam","11","28","28043"
"female","cauc",1980 Q2,"kindergarten","regular",440,459,"free","rural","bachelor","level1",8,"cauc","3","3","28126"
"female","afam",1980 Q3,"kindergarten","small",445,468,"free","inner-city","master","level1",8,"cauc","11","28","28155"
"male","cauc",1979 Q4,"kindergarten","regular",437,547,"non-free","rural","bachelor","level1",10,"cauc","35","70","28198"
"female","cauc",1980 Q3,"kindergarten","small",430,468,"free","rural","bachelor","level1",6,"cauc","34","68","28234"
"female","cauc",1979 Q4,"kindergarten","small",405,484,"free","rural","master","level1",6,"cauc","15","39","28280"
"male","cauc",1980 Q2,"kindergarten","regular+aide",430,500,"free","urban","bachelor","level1",13,"cauc","20","48","28444"
"male","cauc",1980 Q3,"kindergarten","regular",400,449,"free","rural","bachelor","apprentice",1,"cauc","40","76","28475"
"female","cauc",1978 Q4,"kindergarten","regular+aide",416,478,"non-free","rural","master","level1",5,"cauc","12","34","28486"
"male","afam",1980 Q2,"kindergarten","regular",443,520,"free","inner-city","bachelor","probation",0,"cauc","11","31","28508"
"female","afam",1980 Q3,"kindergarten","regular+aide",410,418,"non-free","suburban","bachelor","level1",5,"afam","22","51","28539"
"female","cauc",1980 Q1,"kindergarten","small",437,513,"free","rural","bachelor","level1",2,"cauc","37","73","28656"
"female","cauc",1980 Q3,"kindergarten","regular",402,454,"free","rural","bachelor","level1",11,"cauc","31","64","28681"
"female","cauc",1980 Q1,"kindergarten","small",433,494,"non-free","rural","bachelor","level1",19,"cauc","31","64","28721"
"female","cauc",1980 Q3,"kindergarten","regular+aide",424,520,"non-free","suburban","master+","level1",12,"cauc","22","51","28729"
"male","cauc",1979 Q4,"kindergarten","regular",416,489,"free","rural","master","level1",8,"cauc","41","78","28791"
"male","cauc",1980 Q3,"kindergarten","small",422,494,"non-free","rural","bachelor","level1",12,"cauc","41","79","28811"
"female","afam",1980 Q3,"kindergarten","regular+aide",424,528,"free","inner-city","bachelor","apprentice",1,"cauc","11","19","28841"
"female","cauc",1979 Q4,"kindergarten","small",580,500,"non-free","rural","bachelor","level1",8,"cauc","4","5","28918"
"male","cauc",1980 Q2,"kindergarten","regular",397,429,"free","rural","bachelor","level1",8,"cauc","36","72","28940"
"male","cauc",1980 Q3,"kindergarten","small",460,576,"non-free","rural","master","level1",6,"cauc","36","72","28954"
"male","afam",1980 Q1,"kindergarten","regular",416,463,"free","inner-city","master+","level1",8,"cauc","11","16","28992"
"male","cauc",1979 Q4,"kindergarten","regular",487,489,"non-free","suburban","master+","level1",13,"cauc","22","51","29000"
"female","cauc",1980 Q1,"kindergarten","regular",419,434,"non-free","urban","bachelor","level1",5,"cauc","13","37","29071"
"male","afam",1980 Q1,"kindergarten","regular+aide",424,459,"free","inner-city","bachelor","level1",5,"afam","11","28","29105"
"male","cauc",1980 Q3,"kindergarten","regular",414,484,"free","urban","master","level1",6,"cauc","2","2","29195"
"female","cauc",1980 Q1,"kindergarten","small",465,520,"non-free","urban","master","level1",14,"cauc","26","59","29215"
"female","cauc",1979 Q4,"kindergarten","small",418,484,"free","urban","bachelor","level1",11,"cauc","27","60","29223"
"female","cauc",1979 Q3,"kindergarten","small",440,468,"non-free","urban","bachelor","level1",11,"cauc","26","59","29257"
"female","afam",1980 Q1,"kindergarten","regular",434,459,"free","inner-city","master","level1",15,"afam","11","26","29297"
"male","cauc",1980 Q2,"kindergarten","regular+aide",433,528,"free","rural","bachelor","level1",15,"cauc","19","47","29308"
"male","cauc",1979 Q4,"kindergarten","small",467,576,"non-free","suburban","master","probation",8,"cauc","17","41","29320"
"female","cauc",1980 Q2,"kindergarten","regular+aide",430,459,"non-free","suburban","bachelor","level1",7,"cauc","22","54","29340"
"male","cauc",1980 Q3,"kindergarten","regular+aide",418,468,"non-free","rural","master","level1",11,"cauc","39","75","29369"
"male","cauc",1980 Q1,"kindergarten","regular",418,489,"non-free","suburban","bachelor","level1",11,"cauc","22","51","29393"
"female","afam",1980 Q1,"kindergarten","small",411,459,"non-free","inner-city","bachelor","level1",9,"cauc","22","53","29423"
"male","afam",1980 Q3,"kindergarten","regular",408,429,"free","inner-city","bachelor","level1",6,"afam","11","19","29466"
"male","cauc",1980 Q2,"kindergarten","small",408,423,"non-free","suburban","bachelor","level1",10,"cauc","18","42","29566"
"female","cauc",1980 Q3,"kindergarten","regular",430,478,"non-free","rural","master","level1",12,"cauc","6","8","29611"
"female","cauc",1980 Q1,"kindergarten","small",565,489,"non-free","rural","bachelor","level1",19,"cauc","31","64","29696"
"male","cauc",1980 Q1,"kindergarten","regular+aide",416,463,"non-free","rural","master","level1",3,"cauc","41","78","29727"
"male","afam",1980 Q2,"kindergarten","regular",413,439,"free","inner-city","master+","level1",8,"cauc","11","16","29772"
"male","cauc",1980 Q1,"kindergarten","small",448,473,"non-free","suburban","bachelor","level1",10,"cauc","18","42","29791"
"male","afam",1980 Q2,"kindergarten","regular+aide",400,412,"free","suburban","bachelor","probation",0,"cauc","18","46","29806"
"female","cauc",1980 Q1,"kindergarten","regular",428,463,"non-free","rural","master","level1",13,"cauc","6","8","29823"
"male","cauc",1979 Q3,"kindergarten","regular",433,444,"free","suburban","bachelor","level1",12,"cauc","18","46","29833"
"male","cauc",1980 Q2,"kindergarten","small",440,520,"non-free","rural","master","level1",8,"cauc","24","57","29854"
"female","afam",1979 Q4,"kindergarten","regular+aide",414,484,"free","inner-city","master","level1",22,"cauc","11","33","29975"
"male","cauc",1979 Q3,"kindergarten","regular",413,399,"non-free","suburban","bachelor","level1",8,"cauc","4","4","30010"
"male","cauc",1980 Q1,"kindergarten","regular+aide",453,489,"non-free","rural","master","level1",13,"cauc","42","80","30063"
"male","cauc",1980 Q2,"kindergarten","regular",408,520,"non-free","rural","master","level1",5,"cauc","19","47","30094"
"male","cauc",1979 Q4,"kindergarten","regular",403,434,"non-free","rural","bachelor","probation",0,"cauc","5","7","30134"
"male","cauc",1980 Q3,"kindergarten","small",545,576,"non-free","rural","bachelor","level1",19,"cauc","31","64","30169"
"male","afam",1980 Q1,"kindergarten","small",408,423,"free","inner-city","master","level1",10,"afam","11","18","30192"
"female","afam",1979 Q4,"kindergarten","small",428,489,"free","inner-city","bachelor","level1",21,"afam","11","15","30199"
"female","afam",1980 Q1,"kindergarten","regular",453,500,"non-free","suburban","bachelor","level1",6,"cauc","11","24","30224"
"female","cauc",1980 Q3,"kindergarten","regular+aide",424,484,"non-free","rural","bachelor","level1",3,"cauc","32","66","30265"
"female","cauc",1980 Q2,"kindergarten","regular+aide",460,506,"non-free","suburban","bachelor","level1",18,"cauc","22","52","30317"
"male","cauc",1979 Q4,"kindergarten","regular+aide",407,449,"free","urban","bachelor","level1",17,"cauc","2","2","30327"
"female","cauc",1979 Q4,"kindergarten","small",483,520,"non-free","rural","bachelor","level1",11,"cauc","8","11","30374"
"male","cauc",1980 Q2,"kindergarten","regular+aide",382,434,"non-free","rural","bachelor","level2",27,"cauc","35","70","30398"
"male","cauc",1980 Q2,"kindergarten","small",425,489,"non-free","suburban","bachelor","level1",3,"cauc","18","44","30428"
"male","cauc",1979 Q4,"kindergarten","small",492,536,"free","rural","bachelor","level1",11,"cauc","8","11","30455"
"female","cauc",1980 Q1,"kindergarten","regular",447,536,"non-free","urban","master","level1",4,"cauc","20","48","30479"
"male","cauc",1980 Q1,"kindergarten","small",418,500,"free","urban","master","level1",12,"cauc","2","2","30512"
"male","cauc",1980 Q2,"kindergarten","regular+aide",514,484,"free","rural","bachelor","level1",13,"cauc","32","66","30524"
"female","afam",1980 Q1,"kindergarten","regular+aide",410,429,"free","inner-city","bachelor","level1",7,"cauc","11","22","30543"
"female","cauc",1980 Q3,"kindergarten","regular+aide",433,478,"non-free","rural","bachelor","level1",8,"cauc","4","5","30571"
"male","cauc",1980 Q3,"kindergarten","regular",408,429,"non-free","rural","master","level1",4,"cauc","42","80","30602"
"female","cauc",1980 Q3,"kindergarten","regular+aide",463,528,"non-free","rural","bachelor","level1",3,"cauc","5","7","30633"
"male","cauc",1980 Q3,"kindergarten","regular+aide",427,418,"non-free","suburban","master","level1",8,"cauc","28","61","30665"
"male","cauc",1979 Q4,"kindergarten","regular",397,434,"free","rural","master","level1",12,"cauc","6","8","30696"
"female","cauc",1980 Q1,"kindergarten","regular+aide",428,463,"free","rural","master","level1",13,"cauc","23","55","30736"
"female","cauc",1979 Q4,"kindergarten","regular+aide",439,454,"non-free","suburban","bachelor","apprentice",3,"cauc","18","42","30775"
"female","cauc",1980 Q2,"kindergarten","regular+aide",397,423,"free","urban","bachelor","level1",11,"cauc","6","9","30813"
"female","afam",1980 Q2,"kindergarten","small",538,602,"free","inner-city","bachelor","level1",3,"afam","11","22","30861"
"female","afam",1980 Q1,"kindergarten","regular",405,434,"free","inner-city","bachelor","level1",11,"cauc","11","22","30880"
"male","cauc",1979 Q4,"kindergarten","regular+aide",411,439,"non-free","suburban","bachelor","level1",17,"cauc","18","43","30919"
"male","cauc",1980 Q3,"kindergarten","regular+aide",518,463,"non-free","rural","master","level1",10,"cauc","36","72","31003"
"female","cauc",1980 Q3,"kindergarten","regular+aide",424,536,"free","rural","bachelor","level1",12,"cauc","12","35","31019"
"male","cauc",1980 Q1,"kindergarten","regular",514,506,"non-free","suburban","bachelor","probation",14,"cauc","18","42","31040"
"female","afam",1980 Q2,"kindergarten","regular+aide",421,434,"free","inner-city","master","level1",5,"cauc","11","33","31069"
